"linenumber","fec_committee_id","clean_name","tran_id","flag_orgind","recipient","address_one","address_two","city","state","zip","date","amount","purpose","memo_code","memo_text"
"SB17","C00600718","Davidson For Congress","B6413659FA390466C9DD","ORG","THE CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","200031801","2024-05-16","424.7","FOOD AND BEVERAGE",,
"SB17","C00600718","Davidson For Congress","BBCF4A3F162AE4027940","ORG","THE CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","200031801","2024-06-17","891.87","FOOD AND BEVERAGE",,
"SB17","C00600718","Davidson For Congress","BE5E4CC9BF2994CC286C","ORG","BULLFEATHERS","410 FIRST ST SE",,"WASHINGTON","DC","200031819","2024-04-18","294.4","FOOD AND BEVERAGE","X",
"SB17","C00600718","Davidson For Congress","B6AD6BDFD7BD9486CB3E","ORG","SANTA ROSA TAQUERIA","313 PENNSYLVANIA AVE SE",,"WASHINGTON","DC","200031148","2024-04-22","198.01","FOOD AND BEVERAGE","X",
"SB17","C00600718","Davidson For Congress","B716D634BE503406885B","ORG","UNION PUB","201 MASSACHUSETTS AVE NE",,"WASHINGTON","DC","200024957","2024-05-07","500.22","FOOD AND BEVERAGE","X",
"SB17","C00558825","Miller Meeks For Congress","B99434F42FB3B4C53BD2","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","200031801","2023-04-18","26","FOOD AND BEVERAGE",,
"SB17","C00708289","Greene For Congress","D9AM86JP3QWZUPRYPZWJ","ORG","JOE'S SEAFOOD PRIME STEAK & STONE CRAB","750 15TH STREET NW",,"WASHINGTON","DC","20005","2024-05-21","518.05","MEAL","X",
"SB21","C00438713","Friends Of Mark Warner","500055302","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2023-12-06","572","Officially Connected; Meals","X","*"
"SB17","C00788414","Eric Burlison For Congress","SB17.23618","ORG","PAPA JOHNS","924 5TH ST NW",,"WASHINGTON","DC","20001","2024-05-02","109.05","TRAVEL MEALS",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23605","ORG","TATTE BAKERY","1200 NEW HAMPSHIRE AVE NW",,"WASHINGTON","DC","20036","2024-06-14","257","EVENT FOOD AND BEVERAGE",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23601","ORG","BRICKMORTAR","1400 W ST NW",,"WASHINGTON","DC","20009","2024-05-13","3783.5","EVENT FOOD AND BEVERAGE",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23646","ORG","Capitol Hill Club","300 FIRST ST SE",,"WASHINGTON","DC","20003","2024-04-16","412.28","TRAVELS MEALS",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23647","ORG","Capitol Hill Club","300 FIRST ST SE",,"WASHINGTON","DC","20003","2024-05-20","526.23","TRAVEL MEALS",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23648","ORG","Capitol Hill Club","300 FIRST ST SE",,"WASHINGTON","DC","20003","2024-06-28","486.65","TRAVEL MEALS",,
"SB17","C00788414","Eric Burlison For Congress","SB17.23608","ORG","GOOD STUFF EATERY","303 PENNSYLVANIA AVE SE",,"WASHINGTON","DC","20003","2024-05-09","154.46","TRAVEL FOOD AND BEVERAGE",,
"SB21","C00438713","Friends Of Mark Warner","500054827","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2023-10-30","297","Officially Connected; Meals","X","*"
"SB21","C00438713","Friends Of Mark Warner","500054408","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2023-10-13","1960.5","Officially Connected; Meals","X","*"
"SB21","C00438713","Friends Of Mark Warner","500056594","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2024-02-09","401.8","Official Connected; Meals","X","*"
"SB21","C00438713","Friends Of Mark Warner","500057445","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2024-03-08","44","Official Connected; Meals","X","*"
"H4","C00044776","Alabama Republican Party","H4.24976","ORG","LE DIPLOMATE","1601 14TH STREET NW",,"WASHINGTON","DC","20009","2024-08-20","68.61","STAFF MEALS",,
"SB21B","C00428052","Majority Committee Pac  Mc Pac","BF4586998FC4A4518944","ORG","HILL COUNTRY","410 7TH ST NW",,"WASHINGTON","DC","200042217","2024-04-22","59.81","PAC MEAL EXPENSE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B1403842D5E494CFF810","ORG","BISTRO BIS","15 E ST NW",,"WASHINGTON","DC","200011501","2024-01-25","212.04","FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B670ACA9C7E9C485CA2C","ORG","BISTRO BIS","15 E ST NW",,"WASHINGTON","DC","200011501","2024-01-25","212.04","FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B1403842D5E494CFF810","ORG","BISTRO BIS","15 E ST NW",,"WASHINGTON","DC","200011501","2024-01-25","212.04","FOOD AND BEVERAGE","X",
"SB21B","C00571976","The Peter Norbeck Leadership Pac","B670ACA9C7E9C485CA2C","ORG","BISTRO BIS","15 E ST NW",,"WASHINGTON","DC","200011501","2024-01-25","212.04","FOOD AND BEVERAGE","X",
"SB17","C00801241","Mike Flood For Congress","BC1AC3E896A8D4D9FBAF","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-05-16","536.18","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","B26285E07D97048DEABE","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-06-17","247.75","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","BB9643F32CB364C6C924","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-05-02","389","SUB-VENDOR - EVENT FOOD AND BEVERAGE","X",
"SB21","C00438713","Friends Of Mark Warner","500058739","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2024-05-17","458.1","Official Connected - Meals","X","*"
"SB21","C00438713","Friends Of Mark Warner","500058020","ORG","Senate Restaurant Associates","United States Senate","Dirksen Senate Office Building","Washington","DC","205100001","2024-04-16","504.1","Officially Connected - Meals","X","*"
"SB17","C00800649","Houchin For Congress","B92211728FBD5493CA40","ORG","TOM'S WATCH BAR","1250 HALF ST SE",,"WASHINGTON","DC","200033665","2024-04-22","239.01","MEALS EXPENSE",,
"SB17","C00800649","Houchin For Congress","B2C91C92CE901497497C","ORG","LIMANI DC","670 WHARF ST SW",,"WASHINGTON","DC","200243590","2024-05-01","440.44","MEALS EXPENSE",,
"SB17","C00800649","Houchin For Congress","B88637591263043AA952","ORG","AC HOTEL WASHINGTON","867 NEW JERSEY AVE SE",,"WASHINGTON","DC","200033385","2024-06-17","41.3","MEALS EXPENSE",,
"SB21B","C00495580","Michigan Victory Fund","500063930","ORG","CNF Catering","1225 19th St NW",,"Washington","DC","200362410","2023-12-11","928.96","Food & Bev","X","*"
"SB21B","C00495580","Michigan Victory Fund","500063931","ORG","CNF Catering","1225 19th St NW",,"Washington","DC","200362410","2023-12-11","171.72","Food & Bev","X","*"
"SB21B","C00365536","Chc Bold Pac","500445273","ORG","Whole Foods Market","101 H St SE",,"Washington","DC","200033986","2024-06-25","54.1","Food and Beverages","X","*"
"SB21B","C00365536","Chc Bold Pac","500445276","ORG","Whole Foods Market","101 H St SE",,"Washington","DC","200033986","2024-06-25","374.55","Food and Beverages","X","*"
"SB17","C00843391","Lisa Blunt Rochester For Senate","500419249","ORG","Charlie Palmer Steakhouse","101 Constitution Ave NW",,"Washington","DC","200012133","2024-07-05","136.1","Meals","X","*"
"SB17","C00801241","Mike Flood For Congress","B9C0C96F4D6474C1CA20","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2024-05-15","205.21","TRAVEL:MEALS",,
"SB17","C00801241","Mike Flood For Congress","B0AFB5655BF7145E2AE3","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-01-16","220.38","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","B48218E9AD54E4154B49","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-02-16","447.1","EVENT FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","B50AA1E3A19B24F7782E","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-03-18","76.22","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","B5271BAB43EC746C6B77","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-01-04","207.92","SUB-VENDOR - EVENT FOOD AND BEVERAGE","X",
"SB17","C00801241","Mike Flood For Congress","B40A02220919840C5BD4","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-03-12","150.48","SUB-VENDOR - EVENT FOOD AND BEVERAGE","X",
"SB17","C00801241","Mike Flood For Congress","B5FCEFACAD50D488EBF8","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-04-16","434.29","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","B946A68CE4D0C4A9DA98","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-04-03","315.9","SUB-VENDOR - EVENT FOOD AND BEVERAGE","X",
"SB17","C00801241","Mike Flood For Congress","B61158C990A2249CEAE2","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2023-12-12","558.25","TRAVEL FOOD AND BEVERAGE",,
"SB17","C00801241","Mike Flood For Congress","BDA73348A094B4484B53","ORG","CAPITAL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2023-11-06","122.53","SUB-VENDOR - EVENT FOOD AND BEVERAGE","X",
"SB17","C00763649","Troy Carter For Congress","500507842","ORG","Tune Inn Inc.","331 1/2 Pennsylvania Ave SE",,"Washington","DC","200031148","2024-04-01","49.6","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507974","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","13.19","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507975","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","56.89","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507976","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","96.7","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507977","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","115.97","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507978","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","85.97","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507979","ORG","Washington Nationals","1500 S Capitol St SE",,"Washington","DC","200033599","2024-06-26","42.99","Food and Meals","X","*"
"SB17","C00763649","Troy Carter For Congress","500507863","ORG","Tune Inn Inc.","331 1/2 Pennsylvania Ave SE",,"Washington","DC","200031148","2024-05-06","32.4","Food and Meals","X","*"
"SB17","C00843391","Lisa Blunt Rochester For Senate","500419448","ORG","Whole Foods Market","1440 P St NW",,"Washington","DC","200051908","2024-07-05","48.19","Meals","X","*"
"SB17","C00843391","Lisa Blunt Rochester For Senate","500419450","ORG","Whole Foods Market","1440 P St NW",,"Washington","DC","200051908","2024-07-05","30.49","Meals","X","*"
"SB17","C00416594","Jim Jordan For Congress","B539F3A48F2374AEDA4A","ORG","BOBBY VANS GRILL","1201 NEW YORK AVE NW",,"WASHINGTON","DC","20005","2024-04-15","389.41","FOOD AND BEVERAGE",,
"SB17","C00532465","Rounds For Senate","B97830DAC33024B76905","ORG","SENATE CAFE","2 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2024-04-10","1977","FOOD AND BEVERAGE","X",
"SB17","C00532465","Rounds For Senate","B715EA026759F40EDA35","ORG","BISTRO BIS","15 E ST NW",,"WASHINGTON","DC","200011501","2024-04-16","200","MEETING MEAL","X",
"SB17","C00532465","Rounds For Senate","B909DBA5222154DBC949","ORG","LEDO PIZZA","814 H ST NE",,"WASHINGTON","DC","200023629","2024-04-19","114.25","FOOD AND BEVERAGE","X",
"SB17","C00532465","Rounds For Senate","B66373384103C4469891","ORG","LEDO PIZZA","814 H ST NE",,"WASHINGTON","DC","200023629","2024-04-23","112.26","FOOD AND BEVERAGE","X",
"SB17","C00532465","Rounds For Senate","B979BD9CBF31C4A7F807","ORG","YOTEL WASHINGTON","415 NEW JERSEY AVE NW",,"WASHINGTON","DC","200012001","2024-05-10","232.98","FOOD AND BEVERAGE","X",
"SB17","C00532465","Rounds For Senate","B6414107D216B4EA2B39","ORG","SENATE CAFE","2 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2024-05-16","60","FOOD AND BEVERAGE","X",
"SB17","C00532465","Rounds For Senate","B8BB5F3E70C194F1C8AE","ORG","SENATE CAFE","2 CONSTITUTION AVE NE",,"WASHINGTON","DC","20002","2024-05-16","27.6","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B795DF6DEAE6449A48FF","ORG","POTBELLY","301 TINGEY ST SE",,"WASHINGTON","DC","200034624","2024-06-04","624.62","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","BEF851476ACC54763A66","ORG","HARRIS TEETER","401 M ST SE",,"WASHINGTON","DC","200033469","2024-06-10","216.55","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B410572BFFC59459780D","ORG","NANDOS","819 7TH ST NW",,"WASHINGTON","DC","200013762","2024-06-17","585.28","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B33D41569C3D141828F0","ORG","HARRIS TEETER","401 M ST SE",,"WASHINGTON","DC","200033469","2024-06-17","105.99","FOOD AND BEVERAGE",,
"SB17","C00843391","Lisa Blunt Rochester For Senate","500419449","ORG","Whole Foods Market","1440 P St NW",,"Washington","DC","200051908","2024-08-06","89.38","Meals","X","*"
"SB17","C00416594","Jim Jordan For Congress","B1322358E26F0460B869","ORG","ROTI","470 L'ENFANT PLAZA S BLDG",,"WASHINGTON","DC","200242124","2024-05-22","1291.4","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B75889338191C4AE9A15","ORG","HARRIS TEETER","401 M ST SE",,"WASHINGTON","DC","200033469","2024-05-28","53.79","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B45D31E081A574D19BAA","ORG","CHICK-FIL-A","620 MICHIGAN AVE NE",,"WASHINGTON","DC","200640001","2024-04-18","1056.83","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","BF184649301EB4F71BD6","ORG","POTBELLY","301 TINGEY ST SE",,"WASHINGTON","DC","200034624","2024-04-22","39.03","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","BB6D703D732F34ED199B","ORG","GOOD STUFF EATERY","303 PENNSYLVANIA AVENUE SE",,"WASHINGTON","DC","200031148","2024-05-22","1251.17","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B71E5E597D2FD4463884","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2024-04-10","87.95","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B17125EF3ED2842C0912","ORG","DEL FRISCOS","950 I ST NW SUITE 501",,"WASHINGTON","DC","200014959","2024-02-16","78.8","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B92978A117F43428FBB0","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2024-02-16","175.89","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B282C142791AE417BB5D","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2024-04-10","87.95","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B9BA95F04FF84457FB4E","ORG","CAPITOL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-04-23","11462.46","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","BD0E9AA018114470EA68","ORG","CHICK-FIL-A","620 MICHIGAN AVE NE",,"WASHINGTON","DC","200640001","2024-03-04","1310.71","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B87A5FDDB74AB40B4888","ORG","CHICK-FIL-A","620 MICHIGAN AVE NE",,"WASHINGTON","DC","200640001","2024-03-08","1130.53","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B183D591B8D9C4325BAB","ORG","DEL FRISCOS","950 I ST NW SUITE 501",,"WASHINGTON","DC","200014959","2024-02-16","78.8","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","B966B53A443774DCB8B5","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2024-02-16","175.89","FOOD AND BEVERAGE","X",
"SB17","C00416594","Jim Jordan For Congress","BFB07FBE74EC74DF6977","ORG","CAPITOL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-02-28","375.1","FOOD AND BEVERAGE","X",
"SB17","C00547240","Moulton For Congress","500524232","ORG","Sanphan Thai Cuisine","653 Pennsylvania Ave SE",,"Washington","DC","200034303","2024-07-12","32.5","Meeting Meal Expenses",,
"SB17","C00416594","Jim Jordan For Congress","B03EBB21A61EF4B7A88C","ORG","ROTI","470 L'ENFANT PLAZA S BLDG",,"WASHINGTON","DC","200242124","2024-02-15","854.36","FOOD AND BEVERAGE",,
"SB17","C00547240","Moulton For Congress","500524208","ORG","Salazar","1819 14Th St NW",,"Washington","DC","200094425","2024-07-19","362.37","Meeting Meal Expenses","X","*"
"SB17","C00547240","Moulton For Congress","500524265","ORG","Indigo DC","243 K St NE",,"Washington","DC","200023519","2024-07-25","65.01","Meeting Meal Expenses",,
"SB17","C00416594","Jim Jordan For Congress","BB8B60418EB1D4C54A43","ORG","HARRIS TEETER","401 M ST SE",,"WASHINGTON","DC","200033469","2024-02-20","505.93","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","BA2860B22122341F8ABC","ORG","SURFSIDE TACO","1800 N ST NW",,"WASHINGTON","DC","200362404","2024-01-10","1269.96","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B4215E13EF570490BA08","ORG","HARRIS TEETER","401 M ST SE",,"WASHINGTON","DC","200033469","2024-01-25","446.65","FOOD AND BEVERAGE",,
"SB17","C00416594","Jim Jordan For Congress","B38DE8C12729141BC9D7","ORG","WE THE PIZZA","305 PENNSYLVANIA AVE. SE",,"WASHINGTON","DC","200031148","2023-12-20","253.68","FOOD AND BEVERAGE","X",
"SB17","C00536680","Huffman For Congress","EB33619","ORG","Hay-Adams Restauraunt, The","800 16th Street Northwest",,"Washington","DC","20006","2024-06-04","219.5","Food and beverages",,
"SB17","C00416594","Jim Jordan For Congress","B241C7F1B35D04CF88FF","ORG","FOGO DE CHAO","1101 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","200042504","2024-01-11","616","FOOD AND BEVERAGE","X",
"SB17","C00410803","Whitehouse For Senate","500522744","ORG","Dunkin Donuts","406 8Th St SE",,"Washington","DC","200032832","2024-07-15","37.38","Meals","X","*"
"SB17","C00410803","Whitehouse For Senate","500522745","ORG","Dunkin Donuts","406 8Th St SE",,"Washington","DC","200032832","2024-07-15","37.38","Meals","X","*"
"SB17","C00410803","Whitehouse For Senate","500522746","ORG","Dunkin Donuts","406 8Th St SE",,"Washington","DC","200032832","2024-07-15","37.38","Meals","X","*"
"SB17","C00410803","Whitehouse For Senate","500523676","ORG","Dunkin Donuts","406 8Th St SE",,"Washington","DC","200032832","2024-08-13","37.38","Meals","X","*"
"SB17","C00445452","Connolly For Congress","500509628","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-06-13","87.37","Meals","X","*"
"SB21","C00410803","Whitehouse For Senate","500524568","ORG","Democratic Conference Luncheon Fund","S309 THE CAPITOL",,"Washington","DC","205100001","2024-07-30","200","Meals - Officially Connected",,
"SB17","C00445452","Connolly For Congress","500505291","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-05-10","343.3","Food and Beverage","X","*"
"SB17","C00445452","Connolly For Congress","500505247","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-04-10","150.55","Food and Beverage","X","*"
"SB17","C00536680","Huffman For Congress","EB32876","ORG","Capitol Hill Wine & Spirits","323 Pennsylvania Avenue SE",,"Washington","DC","20003","2024-04-16","285.33","Campaign food/beverages",,
"SB17","C00536680","Huffman For Congress","EB32863","ORG","ROTI","1275 First Street NE",,"Washington","DC","200023210","2024-04-11","463.95","Food and beverages",,
