expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
6/23/22,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,501.73,Marylanders United Slate,Printing and Campaign Materials,Printing - Brochures,NA,Debit Card,NA,Electoral,NA
7/1/22,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,509.68,Marylanders United Slate,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA
6/17/22,Grammer  Robin L. Jr. Friends of,316 Ida Avenue  Baltimore  Maryland 21221,Candidate Committee,1000,Marylanders United Slate,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/24/22,USPS,475 L'Efant Plaza SW  Washington  District Of Columbia 20260-0004,Business/Group/Organization,2950,Marylanders United Slate,Postage,Postage,NA,Check,NA,Electoral,NA
6/24/22,Metzgar  Ric Sr. Friends Of,1716 Kirkland Road  Baltimore  Maryland 21222,Candidate Committee,500,Marylanders United Slate,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/24/22,Thiam  Brenda Supporters of,14719 Harrisville Blvd  Mt. Airy  Maryland 21771,Candidate Committee,500,Marylanders United Slate,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/28/22,USPS,475 L'Efant Plaza SW  Washington  District Of Columbia 20260-0004,Business/Group/Organization,2500,Marylanders United Slate,Postage,Postage,NA,Check,NA,Electoral,NA
6/12/22,TINA BOWLES,22880 Budds Creek Road  Clements  Maryland 20624,Business/Group/Organization,2870,Fleenor  Todd for Sheriff,Fund Raiser,Fundraiser - Food & Beverage,NA,Check,NA,Electoral,NA
6/12/22,TINA BOWLES,22880 Budds Creek Road  Clements  Maryland 20624,Business/Group/Organization,1150,Fleenor  Todd for Sheriff,Fund Raiser,Fundraiser - Hall /Venue Rental,NA,Check,NA,Electoral,NA
6/9/22,NA,NA,Reimburse,306.34,Beidle  Pam Friends of,Field Expenses,Other,NA,Check,Siddalee Photography,Electoral,for photo session and 15 photos
6/8/22,New Blue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,20700,Beidle  Pam Friends of,Media,Videos,NA,EFT,NA,Electoral,Videos for online ads
6/14/22,Community Talent Association,P O Box 254  Severna Park  Maryland 21146,Non-Profit Organization,200,Beidle  Pam Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA
6/14/22,GBIA,19 Crain Hwy S  Glen Burnie  Maryland 21061,Non-Profit Organization,100,Beidle  Pam Friends of,Other Expenses,Book/Brochure Advertising,NA,Check,NA,Electoral,NA
6/16/22,Chang  Mark Citizens To Elect,P.O. Box 211  Linthicum  Maryland 21090,Candidate Committee,500,Beidle  Pam Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/14/22,The Complete Player,640 Ravenwood Drive  Glen Burnie  Maryland 21060,Non-Profit Organization,175,Beidle  Pam Friends of,Other Expenses,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,tee sign
6/21/22,Chucks Printing,1110 Crain Hwy SW  Glen Burnie  Maryland 21061,Business/Group/Organization,68.9,Beidle  Pam Friends of,Printing and Campaign Materials,Printing - Copies,NA,Check,NA,Electoral,NA
6/23/22,Rising Campaigns,1206 Hermitage Rd  Rock Hill  South Carolina 29732,Business/Group/Organization,2500,Beidle  Pam Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA
6/23/22,NA,NA,Reimburse,68.54,Beidle  Pam Friends of,Other Expenses,Other,NA,Check,Costco,Electoral,paper towels and toliet paper for office
6/20/22,Junior Percival  McLeod,20315 Kelly Lane  Hagerstown  Maryland 21742,Self (Candidate),200.68,McLeod  Junior for the People,Printing and Campaign Materials,Printing - Brochures,NA,Debit Card,my campaign store,Electoral,NA
6/15/22,Olszewski  John Jr. Friends Of,23 Six Notches Court  Catonsville  Maryland 21228,Candidate Committee,1000,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $1000 donation for Primary Endorsement
6/15/22,Patoka  Izzy Friends of,1621 Comanche Road  Arnold  Maryland 21012,Candidate Committee,500,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $500 Primary Endorsement.
6/15/22,Kach  Wade Election Committee,12600 Timber Grove Road  Reisterstown  Maryland 21136,Candidate Committee,500,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $500 Primary Endorsement.
6/15/22,Jones  Julian Citizens For,2736 Ridge Road  Baltimore  Maryland 21244,Candidate Committee,500,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $500 Primary Endorsement.
6/27/22,Marks  David Friends of,4831 Vicky Road  Baltimore  Maryland 21236,Candidate Committee,500,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $500 Primary Endorsement.
6/15/22,Crandell  Todd Friends of,1539 Merritt Boulevard  PMB #204  Dundalk  Maryland 21222,Candidate Committee,500,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $500 Primary Endorsement.
6/15/22,Young  Patrick Friends of,12185 Lime Kiln Road  Fulton  Maryland 20759,Candidate Committee,250,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $250 Primary Endorsement.
6/15/22,Hinton  Shafiyq Friends of,933 Tipton Road  Middle River  Maryland 21220,Candidate Committee,250,Baltimore Co. Feder. Of Public Employees Local 4883 PAC,Fund Raiser,Fundraiser - Raffile/wheel permit fees -other expenses,NA,Check,NA,Electoral,BCFPE Executive Board approved $250 Primary Endorsement.
6/26/22,NA,NA,Reimburse,148.45,Davis  Debra Citizens for,Other Expenses,Other,NA,Check,Home Depot,Electoral,Reimbursement for purchase of steel post for campaign signs
6/30/22,Armanya Makkar,PO Box 5389  Takoma Park  Maryland 20913,Individual,252.15,Perez and Sneed for Maryland Slate,Salaries and Other compensation,Wages - Campaign Staff,NA,Check,NA,Electoral,Salary
6/21/22,Katharine Meyer Borst,3040 E Meadow Grove Rd  Orange  California 92867,Individual,5000,Perez and Sneed for Maryland Slate,Salaries and Other compensation,Consultant Fees- Campaign workers,NA,Check,NA,Electoral,Fundraising Consulting
6/15/22,Sean Naron,3639 Ash St  Baltimore  Maryland 21211,Individual,3031.24,Perez and Sneed for Maryland Slate,Salaries and Other compensation,Wages - Campaign Staff,NA,Check,NA,Electoral,Salary
6/15/22,NA,NA,Reimburse,671.68,Brown  Tamara Davis For Prince George's County,Direct Mailing by Mail House (R),Mailing Service,NA,Check,Brown Tamara D,Electoral,NA
6/27/22,NA,NA,Reimburse,29.51,Wilkins  Jheanelle Friends of,Fund Raiser,Fundraiser - Food & Beverage,NA,EFT,Peet's Coffee & Tea,Electoral,NA
6/27/22,NA,NA,Reimburse,15.07,Wilkins  Jheanelle Friends of,Fund Raiser,Fundraiser -General Expenses,NA,EFT,CVS Pharmacy,Electoral,NA
6/16/22,NA,NA,Reimburse,1745.75,Rosapepe  Jim Friends Of,Salaries and Other compensation,Consulting Fees - General,NA,Check,CLARA J Consulting,Electoral,NA
6/16/22,NA,NA,Reimburse,2060,Rosapepe  Jim Friends Of,Salaries and Other compensation,Consulting Fees - General,NA,Check,Peyton Bates,Electoral,NA
7/1/22,NA,NA,Reimburse,42.46,Moore  Wes For Maryland,Other Expenses,Other,NA,Check,Dollar Tree,Electoral,Event Supplies
7/1/22,NA,NA,Reimburse,51.08,Moore  Wes For Maryland,Other Expenses,Other,NA,Check,Five Below,Electoral,Event Supplies
7/1/22,NA,NA,Reimburse,55.72,Moore  Wes For Maryland,Other Expenses,Other,NA,Check,Walmart,Electoral,Office Supplies
7/1/22,NA,NA,Reimburse,119.85,Moore  Wes For Maryland,Other Expenses,Other,NA,Check,Amazon,Electoral,Office Supplies
6/8/22,M&T Bank,25 S. Charles St.  Balitmore  Maryland 21629,Business/Group/Organization,10,Lord  Terry for Clerk of Court,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/30/22,PNC Bank,P.O. Box 655  Prince Frederick  Maryland 20678,Business/Group/Organization,2,Evans  Mike For Sheriff  Re-Elect,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
7/1/22,Anedot Inc.,4017 Buena Vista #109  Dallas  Texas 75204,Business/Group/Organization,27.6,Havis (Lee)) for Senate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/24/22,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,188.02,Harvey  Derek Vote,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/14/22,Hagerstown Magazine,PO Box 2415  Hagerstown  Maryland 21741,Business/Group/Organization,857,Harvey  Derek Vote,Media,Newspaper,NA,NA,NA,Electoral,NA
7/1/22,Copyquick,710 Oak Hill Ave  Hagerstown  Maryland 21740,Business/Group/Organization,7312.33,Harvey  Derek Vote,Printing and Campaign Materials,Printing - Brochures,NA,NA,NA,Electoral,NA
6/28/22,NA,NA,Reimburse,600,Collins  Reuben Friends Of,Other Expenses,Billboards / Outdoor Advertising,NA,Check,CEASAR OHARA,Electoral,SIGNAGE MATERIALS
6/28/22,CEASAR OHARA,2647 HAMILTON PLACE  101  WALDORF  Maryland 20602,Individual,520,Collins  Reuben Friends Of,Other Expenses,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,SIGN WORK
6/28/22,Amazon,440 TERRY AVE N  SEATTLE  Washington 98109,Business/Group/Organization,32.85,King  John for Governor,Rent and Other Office expenses,Office Supplies,NA,Check,NA,Electoral,Office Supplies
6/30/22,Wawa,101 Hissey Rd  Grasonville  Maryland 21638,Business/Group/Organization,63.35,Hershey  Steve Friends of,Field Expenses,Other,NA,Debit Card,NA,Electoral,Fuel for Truck
7/2/22,Anedot,1340 Poydras Stree  New Orleans  Louisiana 70112,Business/Group/Organization,4.3,Merillat  Kevin 4 Delegate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/14/22,National Ink and Stitch,7610 Meadow Run Lane  Owings  Maryland 20736,Business/Group/Organization,1985.3,Merillat  Kevin 4 Delegate,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),NA,Check,NA,Electoral,NA
6/21/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
7/1/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,2469.8,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing - Brochures,NA,EFT,NA,Electoral,NA
6/30/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,1072.04,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing - Brochures,NA,EFT,NA,Electoral,NA
6/30/22,Superior Blue Strategies,4209 Dandridge Terrace  Alexandria  Virginia 22309,Business/Group/Organization,1206,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/29/22,Capital One,1680 Capital One Dr.  McLean  Virginia 22102,Business/Group/Organization,25,Fisher  Wanika Friends of,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/28/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,1588.94,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing - Brochures,NA,EFT,NA,Electoral,NA
6/28/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,2469.8,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing - Brochures,NA,EFT,NA,Electoral,NA
6/27/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,1537,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing - Brochures,NA,EFT,NA,Electoral,NA
6/27/22,Capital One,1680 Capital One Dr.  McLean  Virginia 22102,Business/Group/Organization,25,Fisher  Wanika Friends of,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/27/22,Blue Nation Strategies,5900 Harwick Rd.  Bethesda  Maryland 20816,Business/Group/Organization,2000,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/24/22,Capital One,1680 Capital One Dr.  McLean  Virginia 22102,Business/Group/Organization,15,Fisher  Wanika Friends of,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/9/22,Blue Nation Strategies,5900 Harwick Rd.  Bethesda  Maryland 20816,Business/Group/Organization,18622.67,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,Wire Transfer,NA,Electoral,NA
6/9/22,Capital One,1680 Capital One Dr.  McLean  Virginia 22102,Business/Group/Organization,25,Fisher  Wanika Friends of,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/9/22,Vantiv E-Commerce,8500 Governors Drive  Symmes Township  Ohio 45249,Business/Group/Organization,116.1,Fisher  Wanika Friends of,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/10/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,868.14,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/10/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,417.64,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/21/22,Superior Blue Strategies,4209 Dandridge Terrace  Alexandria  Virginia 22309,Business/Group/Organization,3000,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/21/22,Creative Print Group Inc.,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,310.48,Fisher  Wanika Friends of,Salaries and Other compensation,Consulting Fees - General,NA,EFT,NA,Electoral,NA
6/13/22,WANIKA BEATRICE  FISHER,P.O. Box 208  Hyattsville  Maryland 20781-0208,Self (Candidate),600,Fisher  Wanika Friends of,Other Expenses,Other,NA,Check,NA,Electoral,Campaign reimbursement
6/16/22,Post Haste Mailing,90 Russell St.  Annapolis  Maryland 21401,Business/Group/Organization,1818.59,Nkongolo  LaToya Friends of,Postage,Mailing Service,NA,Debit Card,NA,Electoral,NA
6/17/22,Greater Severna Park Chamber of Commerce,1 Holly Ave  Severna Park  Maryland 21146,Business/Group/Organization,250,Nkongolo  LaToya Friends of,Other Expenses,Other,NA,Debit Card,NA,Electoral,Parade Entry Fee
6/17/22,Burton Research and Strategies,8820 Galax Ct.  Chapel Hill  North Carolina 27516,Business/Group/Organization,143.88,Nkongolo  LaToya Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA
6/27/22,Office Centre,311 N Union Avenue  Havre de Grace  Maryland 21078,Business/Group/Organization,768.5,McComas  Susan K. The Committee To Elect,Printing and Campaign Materials,Printing - Brochures,NA,Check,NA,Electoral,NA
6/27/22,Bel Air Post Office,202 Blum Ct  Bel Air  Maryland 21014,Business/Group/Organization,1255.04,McComas  Susan K. The Committee To Elect,Postage,Postage,NA,Check,NA,Electoral,NA
7/1/22,Bel Air Post Office,202 Blum Ct  Bel Air  Maryland 21014,Business/Group/Organization,91,McComas  Susan K. The Committee To Elect,Rent and Other Office expenses,Office Supplies,NA,Check,NA,Electoral,PO Box Rental Fee
6/23/22,BB&T Bank,402 Baltimore Pike  Bel Air  Maryland 21014,Business/Group/Organization,3,McComas  Susan K. The Committee To Elect,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,Monthly Bank Fee
7/1/22,NA,NA,Reimburse,82.49,McComas  Susan K. The Committee To Elect,Rent and Other Office expenses,Office Supplies,NA,Check,Amazon,Electoral,Drums for printers
7/1/22,NA,NA,Reimburse,161.32,McComas  Susan K. The Committee To Elect,Rent and Other Office expenses,Office Supplies,NA,Check,Avery,Electoral,Avery Easy Peel Address Labels
7/1/22,NA,NA,Reimburse,3.11,McComas  Susan K. The Committee To Elect,Postage,Postage,NA,Check,Bel Air Post Office,Electoral,NA
7/2/22,NA,NA,Reimburse,20,McComas  Susan K. The Committee To Elect,Postage,Postage,NA,Check,Bel Air Post Office,Electoral,NA
6/9/22,Vantiv Commerce,"8500 Governor""s Hill Drive Symmes Township  Cincinnati  Ohio 45264",Business/Group/Organization,1.29,Ivey  Jolene Friends Of,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/15/22,Hoyer,4201 Northview Drive  Suite 220  Bowie  Maryland 40716,Business/Group/Organization,155,Ivey  Jolene Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,EFT,NA,Electoral,NA
6/17/22,J. Franklin Bourne Bar Assn  Inc,870 West Baltimore Street  Baltimore  Maryland 21201,Business/Group/Organization,150,Ivey  Jolene Friends Of,Other Expenses,Other,NA,Check,NA,Electoral,Juneteenth event tickets
6/26/22,A. Curtis Andrews,6939 American Corner Road  Denton  Maryland 21629,Business/Group/Organization,596.25,Franklin  Dan for Sheriff,Fund Raiser,Fundraiser - Food & Beverage,NA,Check,NA,Electoral,NA
6/17/22,IFrog Marketing Solutions,PO Box 774  Easton  Maryland 21601,Business/Group/Organization,1561.25,Franklin  Dan for Sheriff,Media,Consulting Fees - General,NA,Credit Card/MasterCard,NA,Electoral,NA
6/28/22,Stripe,185 Berry Street  Suite 550  San Francisco  California 94107,Business/Group/Organization,1.41,Mink  Kristin Friends of,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/29/22,Stripe,185 Berry Street  Suite 550  San Francisco  California 94107,Business/Group/Organization,18.82,Mink  Kristin Friends of,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/27/22,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/28/22,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/29/22,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Mink  Kristin Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
