jurisdiction_code,county_name,poll_place_id,poll_name,poll_address1,city,state,zip,legislative_sub_district,legislative_district,congressional_district,judicial_circuit,appellate_circuit,councilmanic_district,election_district,building_type,college_nearby,college_name,is_early_voting_location,election_district_precinct
2,Anne Arundel,36283,American Legion Post #141,1707 Forest Drive,Annapolis,MD,21401,30A,30,03,05,05,006,06,OTHER,NA,NA,NA,006-004
2,Anne Arundel,37505,Annapolis Ms,1399 Forest Drive,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-005
2,Anne Arundel,37556,Tyler Heights Es,200 Janwall Street,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-006
2,Anne Arundel,36281,Georgetown East Elementary School,111 Dogwood Road,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-007
2,Anne Arundel,36284,Eastport VFD,914 Bay Ridge Avenue,Annapolis,MD,21403,30A,30,03,05,05,006,06,FIRE STATION,NA,NA,NA,006-008
2,Anne Arundel,37505,Annapolis Ms,1399 Forest Drive,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-009
2,Anne Arundel,37903,United Church Of Christ,6 Carvel Circle,Edgewater,MD,21037,30A,30,03,05,05,006,06,CHURCH,NA,NA,NA,006-010
2,Anne Arundel,36660,Herald Harbor Community Center,390 Hall Road,Crownsville,MD,21032,33B,33,03,05,05,006,06,COMMUNITY CENTER,NA,NA,NA,006-011
2,Anne Arundel,37379,West Annapolis Elementary School,505 Melvin Avenue,Annapolis,MD,21401,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-012
2,Anne Arundel,37380,Mills-Parole Elementary School,1 George and Marion Phelps Lane,Annapolis,MD,21401,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-013
2,Anne Arundel,36283,American Legion Post #141,1707 Forest Drive,Annapolis,MD,21401,30A,30,03,05,05,006,06,OTHER,NA,NA,NA,006-014
2,Anne Arundel,37897,Salvation Army Annapolis,351 Hilltop Lane,Annapolis,MD,21403,30A,30,03,05,05,006,06,OTHER,NA,NA,NA,006-015
2,Anne Arundel,36937,Eastport Community Center,1014 President Street,Annapolis,MD,21403,30A,30,03,05,05,006,06,COMMUNITY CENTER,NA,NA,NA,006-016
2,Anne Arundel,37551,South Shore Es,1376 Fairfield Loop Road,Crownsville,MD,21032,33B,33,03,05,05,006,06,SCHOOL,NA,NA,NA,006-017
2,Anne Arundel,36282,Eastport Elementary School      `,420 Fifth Street,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-018
2,Anne Arundel,37504,Annapolis Hs,2700 Riva Road,Annapolis,MD,21401,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-019
2,Anne Arundel,36314,American Legion Post #7,1905 Crownsville Road,Annapolis,MD,21401,30A,30,03,05,05,006,06,OTHER,NA,NA,NA,006-020
2,Anne Arundel,37543,Rolling Knolls Es,1985 Valley Road,Annapolis,MD,21401,33B,33,03,05,05,006,06,SCHOOL,NA,NA,NA,006-021
2,Anne Arundel,37543,Rolling Knolls Es,1985 Valley Road,Annapolis,MD,21401,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-022
2,Anne Arundel,36285,Eastport-Annapolis Neck Library,269 Hillsmere Drive,Annapolis,MD,21403,30A,30,03,05,05,006,06,OTHER,NA,NA,NA,006-023
2,Anne Arundel,36286,Hillsmere Elementary School,3052 Arundel On The Bay Road,Annapolis,MD,21403,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-024
2,Anne Arundel,37220,Bay Ridge Civic Association,80 E Lake Drive,Annapolis,MD,21403,30A,30,03,05,05,006,06,COMMUNITY CENTER,NA,NA,NA,006-025
2,Anne Arundel,37531,Millersville Es,1601 Millersville Road,Millersville,MD,21108,33B,33,03,05,05,006,06,SCHOOL,NA,NA,NA,006-026
2,Anne Arundel,37551,South Shore Es,1376 Fairfield Loop Road,Crownsville,MD,21032,33B,33,03,05,05,006,06,SCHOOL,NA,NA,NA,006-027
2,Anne Arundel,37890,Bay Area Community Church,884 Chesterfield Road,Annapolis,MD,21401,33B,33,03,05,05,006,06,CHURCH,NA,NA,NA,006-028
2,Anne Arundel,36844,Weems Creek Baptist Church,600 N. Bestgate Road,Annapolis,MD,21401,30A,30,03,05,05,006,06,CHURCH,NA,NA,NA,006-029
2,Anne Arundel,36845,Bay Ridge Christian Church,1071 Bay Ridge Road,Annapolis,MD,21403,30A,30,03,05,05,006,06,CHURCH,NA,NA,NA,006-030
2,Anne Arundel,36907,St. Philips Episcopal Church,730 Bestgate Road,Annapolis,MD,21401,33B,33,03,05,05,006,06,CHURCH,NA,NA,NA,006-031
2,Anne Arundel,37543,Rolling Knolls Es,1985 Valley Road,Annapolis,MD,21401,30A,30,03,05,05,006,06,SCHOOL,NA,NA,NA,006-032
2,Anne Arundel,37531,Millersville Es,1601 Millersville Road,Millersville,MD,21108,33A,33,03,05,05,006,06,SCHOOL,NA,NA,NA,006-033
2,Anne Arundel,37531,Millersville Es,1601 Millersville Road,Millersville,MD,21108,NA,31,03,05,05,006,06,SCHOOL,NA,NA,NA,006-034
2,Anne Arundel,37531,Millersville Es,1601 Millersville Road,Millersville,MD,21108,33B,33,05,05,05,006,06,SCHOOL,NA,NA,NA,006-035
2,Anne Arundel,36765,Tracey's Elementary School,20 Deale Road,Tracys Landing,MD,20779,30B,30,05,05,05,007,NA,SCHOOL,NA,NA,NA,007-001
2,Anne Arundel,36766,Deale Elementary School,759 Masons Beach Road,Deale,MD,20751,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-002
2,Anne Arundel,37548,Shady Side Es,4859 Atwell Road,Shady Side,MD,20764,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-003
2,Anne Arundel,37552,Southern Hs,4400 Solomons Island Road,Harwood,MD,20776,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-004
2,Anne Arundel,37519,Edgewater Es,121 Washington Road,Edgewater,MD,21037,30A,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-005
2,Anne Arundel,37550,South River Hs,201 Central Avenue East,Edgewater,MD,21037,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-006
2,Anne Arundel,36315,Davidsonville Elementary School,962 Central Avenue West,Davidsonville,MD,21035,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-007
2,Anne Arundel,37552,Southern Hs,4400 Solomons Island Road,Harwood,MD,20776,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-008
2,Anne Arundel,37894,Lothian Es,5175 Solomons Island RD,Lothian,MD,20711,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-009
2,Anne Arundel,36852,Mayo Elementary School,1260 Mayo Ridge Road,Edgewater,MD,21037,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-010
2,Anne Arundel,37512,Central Ms,221 Central Avenue East,Edgewater,MD,21037,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-011
2,Anne Arundel,36316,Riva VFD,3123 Riva Road,Riva,MD,21140,33B,33,05,05,05,007,07,FIRE STATION,NA,NA,NA,007-012
2,Anne Arundel,37516,Crofton Hs,2291 Davidsonville Road,Gambrills,MD,21054,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-013
2,Anne Arundel,37518,Crofton Woods Es,1750 Urby Drive,Crofton,MD,21114,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-014
2,Anne Arundel,37327,Crofton Elementary School,1405 Duke of Kent Drive,Crofton,MD,21114,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-015
2,Anne Arundel,37518,Crofton Woods Es,1750 Urby Drive,Crofton,MD,21114,NA,21,05,05,05,007,07,SCHOOL,NA,NA,NA,007-016
2,Anne Arundel,36317,Crofton Middle School,2301 Davidsonville Road,Gambrills,MD,21054,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-017
2,Anne Arundel,36841,Carver Staff Development Center,2671 Carver Road,Gambrills,MD,21054,NA,21,05,05,05,007,07,OTHER,NA,NA,NA,007-018
2,Anne Arundel,36853,Edgewater Library,25 Stepneys Lane,Edgewater,MD,21037,30B,30,05,05,05,007,07,OTHER,NA,NA,NA,007-019
2,Anne Arundel,37517,Crofton Meadows Es,2020 Tilghman Drive,Crofton,MD,21114,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-020
2,Anne Arundel,37553,Southern Ms,5235 Solomons Island Road,Lothian,MD,20711,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-021
2,Anne Arundel,37320,Central Elementary School,130 Stepneys Lane,Edgewater,MD,21037,33B,33,05,05,05,007,07,SCHOOL,NA,NA,NA,007-022
2,Anne Arundel,37900,South County Senior Center,27 Stepneys Lane,Edgewater,MD,21037,30B,30,05,05,05,007,07,SENIOR CENTER,NA,NA,EVC-5,007-023
2,Anne Arundel,37517,Crofton Meadows Es,2020 Tilghman Drive,Crofton,MD,21114,NA,21,05,05,05,007,07,SCHOOL,NA,NA,NA,007-024
2,Anne Arundel,37548,Shady Side Es,4859 Atwell Road,Shady Side,MD,20764,30B,30,05,05,05,007,07,SCHOOL,NA,NA,NA,007-025
2,Anne Arundel,37536,Odenton Library,1325 Annapolis Road,Odenton,MD,21113,NA,NA,NA,NA,NA,NA,NA,LIBRARY,NA,NA,EVC-1,EVC
2,Anne Arundel,37655,Anne Arundel County Board of Elections,6740 Baymeadow Drive,Glen Burnie,MD,21060,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-2,EVC
2,Anne Arundel,36821,Earleigh Heights VFD,161 Ritchie Highway,Severna Park,MD,21146,NA,NA,NA,NA,NA,NA,NA,FIRE STATION,NA,NA,EVC-3,EVC
2,Anne Arundel,37911,Pip Moyer Rec Center,273 Hilltop Lane,Annapolis,MD,21403,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-4,EVC
2,Anne Arundel,37900,South County Senior Center,27 Stepneys Lane,Edgewater,MD,21037,NA,NA,NA,NA,NA,NA,NA,SENIOR CENTER,NA,NA,EVC-5,EVC
2,Anne Arundel,37912,Elks Lodge #2309,1506 Defense HWY,Gambrills,MD,21054,NA,NA,NA,NA,NA,NA,NA,COMMUNITY CENTER,NA,NA,EVC-6,EVC
2,Anne Arundel,37910,Riviera Beach Library,1130 Duvall HWY,Pasadena,MD,21122,NA,NA,NA,NA,NA,NA,NA,LIBRARY,NA,NA,EVC-7,EVC
2,Anne Arundel,37898,Severn Center,1160 Reece RD,Severn,MD,21144,NA,NA,NA,NA,NA,NA,NA,SENIOR CENTER,NA,NA,EVC-8,EVC
2,Anne Arundel,37627,Deale Elks Lodge,6022 Drum Point Rd,Deale,MD,20751,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC-9,EVC
2,Anne Arundel,36661,Broadneck Library,1275 Green Holly Drive,Annapolis,MD,21409,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,EVC10,EVC10
3,Baltimore City,37733,School #47 Hampstead Hill Acad,500 S Linwood AVE,Baltimore,MD,21224,NA,46,07,08,06,001,01,SCHOOL,NA,NA,NA,001-001
3,Baltimore City,36791,Engine House No. 5,2120 Eastern Avenue,Baltimore,MD,21231,NA,46,07,08,06,001,01,FIRE STATION,NA,NA,NA,001-002
3,Baltimore City,37733,School #47 Hampstead Hill Acad,500 S Linwood AVE,Baltimore,MD,21224,NA,46,07,08,06,001,01,SCHOOL,NA,NA,NA,001-003
3,Baltimore City,36792,Enoch Pratt Free Library Canton Branch,1030 S. Ellwood Avenue,Baltimore,MD,21224,NA,46,07,08,06,001,01,OTHER,NA,NA,NA,001-004
3,Baltimore City,36793,Hatton Senior Citizens Center,2825 Fait Avenue,Baltimore,MD,21224,NA,46,07,08,06,001,01,COMMUNITY CENTER,NA,NA,NA,001-005
3,Baltimore City,37709,School #23 Wolfe Street Acad,245 S Wolfe ST,Baltimore,MD,21231,NA,46,07,08,06,013,02,SCHOOL,NA,NA,NA,002-001
3,Baltimore City,37709,School #23 Wolfe Street Acad,245 S Wolfe ST,Baltimore,MD,21231,NA,46,07,08,06,013,02,SCHOOL,NA,NA,NA,002-002
3,Baltimore City,36794,Lemko House,603 S. Ann Street,Baltimore,MD,21231,NA,46,07,08,06,001,02,OTHER,NA,NA,NA,002-003
3,Baltimore City,37744,School #8 City Springs Elem/Middle,100 S Caroline ST,Baltimore,MD,21231,NA,46,07,08,06,012,03,SCHOOL,NA,NA,NA,003-001
3,Baltimore City,37744,School #8 City Springs Elem/Middle,100 S Caroline ST,Baltimore,MD,21231,NA,46,07,08,06,012,03,SCHOOL,NA,NA,NA,003-002
3,Baltimore City,36795,St. Leo's Church Hall,225 S. Exeter Street,Baltimore,MD,21202,NA,46,07,08,06,012,03,CHURCH,NA,NA,NA,003-003
3,Baltimore City,37749,War Memorial Building,101 N Gay Street (Enter On Lexington ST),Baltimore,MD,21202,NA,46,07,08,06,011,04,OTHER,NA,NA,NA,004-001
3,Baltimore City,36322,Steadman Fire Station,15 S. Eutaw Street,Baltimore,MD,21201,NA,40,07,08,06,011,04,FIRE STATION,NA,NA,NA,004-002
3,Baltimore City,36323,Murty Center-Poe Auditorium,206 N. Fremont Avenue,Baltimore,MD,21201,NA,40,07,08,06,011,04,COMMUNITY CENTER,NA,NA,NA,004-003
3,Baltimore City,37392,Pleasant View Garden Apts.,201 N. Aisquith Street,Baltimore,MD,21202,NA,46,07,08,06,012,05,OTHER,NA,NA,NA,005-001
3,Baltimore City,37729,School #414 Paul Dunbar High Sch,1400 Orleans Street - Main Entrance,Baltimore,MD,21231,NA,45,07,08,06,012,05,SCHOOL,NA,NA,NA,005-002
3,Baltimore City,37745,School #83 Wm Paca Elem,200 N Lakewood AVE,Baltimore,MD,21224,NA,46,07,08,06,013,06,SCHOOL,NA,NA,NA,006-001
3,Baltimore City,37745,School #83 Wm Paca Elem,200 N Lakewood AVE,Baltimore,MD,21224,NA,45,07,08,06,013,06,SCHOOL,NA,NA,NA,006-002
3,Baltimore City,37745,School #83 Wm Paca Elem,200 N Lakewood AVE,Baltimore,MD,21224,NA,45,07,08,06,013,06,SCHOOL,NA,NA,NA,006-003
3,Baltimore City,37745,School #83 Wm Paca Elem,200 N Lakewood AVE,Baltimore,MD,21224,NA,46,07,08,06,013,06,SCHOOL,NA,NA,NA,006-004
3,Baltimore City,37745,School #83 Wm Paca Elem,200 N Lakewood AVE,Baltimore,MD,21224,NA,46,07,08,06,013,06,SCHOOL,NA,NA,NA,006-005
3,Baltimore City,37729,School #414 Paul Dunbar High Sch,1400 Orleans Street - Main Entrance,Baltimore,MD,21231,NA,45,07,08,06,012,07,SCHOOL,NA,NA,NA,007-001
3,Baltimore City,37698,School #13 Tench Tilghman Elem,600 N Patterson Park AVE,Baltimore,MD,21205,NA,45,07,08,06,013,07,SCHOOL,NA,NA,NA,007-002
3,Baltimore City,37698,School #13 Tench Tilghman Elem,600 N Patterson Park AVE,Baltimore,MD,21205,NA,45,07,08,06,013,07,SCHOOL,NA,NA,NA,007-003
3,Baltimore City,37359,Light House Worship Center,2931 E. Madison Street,Baltimore,MD,21205,NA,45,07,08,06,013,07,CHURCH,NA,NA,NA,007-004
3,Baltimore City,36789,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,Baltimore,MD,21213,NA,45,07,08,06,003,08,OTHER,NA,NA,NA,008-001
3,Baltimore City,36789,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,Baltimore,MD,21213,NA,45,07,08,06,003,08,OTHER,NA,NA,NA,008-002
3,Baltimore City,36352,Catholic High School,2800 Edison Highway,Baltimore,MD,21213,NA,45,07,08,06,013,08,SCHOOL,NA,NA,NA,008-003
3,Baltimore City,37723,School #37 Harford Hts Primary,2050 N Wolfe ST (New Entrance),Baltimore,MD,21213,NA,45,07,08,06,012,08,OTHER,NA,NA,NA,008-004
3,Baltimore City,37723,School #37 Harford Hts Primary,2050 N Wolfe ST (New Entrance),Baltimore,MD,21213,NA,45,07,08,06,012,08,OTHER,NA,NA,NA,008-005
3,Baltimore City,36349,School No. 250,1400 N. Caroline Street,Baltimore,MD,21213,NA,45,07,08,06,012,08,SCHOOL,NA,NA,NA,008-006
3,Baltimore City,36941,Collington Square Recreation Center,1409 North Collington Avenue,Baltimore,MD,21213,NA,45,07,08,06,013,08,COMMUNITY CENTER,NA,NA,NA,008-007
3,Baltimore City,36789,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,Baltimore,MD,21213,NA,45,07,08,06,003,08,OTHER,NA,NA,NA,008-008
3,Baltimore City,36789,The Maryland State Boys Choir Center For the Arts,3400 Norman Avenue,Baltimore,MD,21213,NA,45,07,08,06,003,08,OTHER,NA,NA,NA,008-009
3,Baltimore City,36350,School No. 85 Ft. Worthington Elem,2701 E. Oliver Street,Baltimore,MD,21213,NA,45,07,08,06,013,08,SCHOOL,NA,NA,NA,008-010
3,Baltimore City,36351,School No. 86,2625 E. Federal Street,Baltimore,MD,21213,NA,45,07,08,06,013,08,SCHOOL,NA,NA,NA,008-011
3,Baltimore City,37181,Church of the Redeemed,4321 Old York Road,Baltimore,MD,21212,43A,43,07,08,06,004,09,CHURCH,NA,NA,NA,009-001
3,Baltimore City,37194,Ellerslie Apartments,601 Wyanoke Avenue,Baltimore,MD,21218,43A,43,07,08,06,004,09,OTHER,NA,NA,NA,009-002
3,Baltimore City,37734,School #51 Waverly Elem,3400 Ellerslie AVE-Entrance 34th ST,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-003
3,Baltimore City,37734,School #51 Waverly Elem,3400 Ellerslie AVE-Entrance 34th ST,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-004
3,Baltimore City,37728,School #410 Mervo Tech High,3500 Hillen RD - Entrance Tivoly AVE,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-005
3,Baltimore City,37728,School #410 Mervo Tech High,3500 Hillen RD - Entrance Tivoly AVE,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-006
3,Baltimore City,37728,School #410 Mervo Tech High,3500 Hillen RD - Entrance Tivoly AVE,Baltimore,MD,21218,NA,45,07,08,06,014,09,SCHOOL,NA,NA,NA,009-007
3,Baltimore City,37695,Reach Partnership - Community Space,2555 Harford Road,Baltimore,MD,21218,NA,45,07,08,06,014,09,SCHOOL,NA,NA,NA,009-008
3,Baltimore City,37699,School #15 Stadium School,1400 Exeter Hall AVE,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-009
3,Baltimore City,36353,Engine House No. 31,3123 Greenmount Avenue,Baltimore,MD,21218,43A,43,07,08,06,014,09,FIRE STATION,NA,NA,NA,009-010
3,Baltimore City,37699,School #15 Stadium School,1400 Exeter Hall AVE,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-011
3,Baltimore City,37695,Reach Partnership - Community Space,2555 Harford Road,Baltimore,MD,21218,43A,43,07,08,06,014,09,SCHOOL,NA,NA,NA,009-012
3,Baltimore City,37742,School #7 Cecil Elem,2000 Cecil AVE,Baltimore,MD,21218,NA,45,07,08,06,012,09,SCHOOL,NA,NA,NA,009-013
3,Baltimore City,37742,School #7 Cecil Elem,2000 Cecil AVE,Baltimore,MD,21218,43A,43,07,08,06,012,09,SCHOOL,NA,NA,NA,009-014
3,Baltimore City,36349,School No. 250,1400 N. Caroline Street,Baltimore,MD,21213,NA,45,07,08,06,012,09,SCHOOL,NA,NA,NA,009-015
3,Baltimore City,37700,School #16 Johnston Sq Elem,1101 Valley ST,Baltimore,MD,21202,NA,45,07,08,06,012,10,SCHOOL,NA,NA,NA,010-001
3,Baltimore City,36355,New Waters Tower,1400 E. Madison Street,Baltimore,MD,21205,NA,45,07,08,06,012,10,OTHER,NA,NA,NA,010-002
3,Baltimore City,36324,Latrobe Homes,900 E. Madison Street,Baltimore,MD,21202,NA,46,07,08,06,012,10,OTHER,NA,NA,NA,010-003
3,Baltimore City,37700,School #16 Johnston Sq Elem,1101 Valley ST,Baltimore,MD,21202,NA,45,07,08,06,012,10,SCHOOL,NA,NA,NA,010-004
3,Baltimore City,37393,Chase House,1027 Cathedral ST,Baltimore,MD,21201,NA,40,07,08,06,012,11,SENIOR CENTER,NA,NA,NA,011-001
3,Baltimore City,37393,Chase House,1027 Cathedral ST,Baltimore,MD,21201,NA,40,07,08,06,012,11,SENIOR CENTER,NA,NA,NA,011-002
3,Baltimore City,36344,Brown Memorial Church,1316 Park Avenue,Baltimore,MD,21217,NA,40,07,08,06,011,11,CHURCH,NA,NA,NA,011-003
3,Baltimore City,37697,School #122 Samuel Coleridge-Taylor Elem,507 W Preston ST - Enter On Druid Hill AVE,Baltimore,MD,21201,NA,40,07,08,06,011,11,SCHOOL,NA,NA,NA,011-004
3,Baltimore City,37393,Chase House,1027 Cathedral ST,Baltimore,MD,21201,NA,40,07,08,06,011,11,SENIOR CENTER,NA,NA,NA,011-005
3,Baltimore City,36325,Enoch Pratt Free Library Central Branch,400 Cathedral Street,Baltimore,MD,21201,NA,46,07,08,06,011,11,OTHER,NA,NA,NA,011-006
3,Baltimore City,36326,Waxter Center,1000 Cathedral Street,Baltimore,MD,21201,NA,46,07,08,06,012,11,COMMUNITY CENTER,NA,NA,NA,011-007
3,Baltimore City,36345,1St English Lutheran Church,3807 N Charles ST,Baltimore,MD,21218,43A,43,07,08,06,014,12,CHURCH,NA,NA,NA,012-001
3,Baltimore City,36345,1St English Lutheran Church,3807 N Charles ST,Baltimore,MD,21218,43A,43,07,08,06,004,12,CHURCH,NA,NA,NA,012-002
3,Baltimore City,36346,The Greenmount School,501 W. 30th Street,Baltimore,MD,21211,43A,43,07,08,06,014,12,SCHOOL,NA,NA,NA,012-003
3,Baltimore City,37360,Enoch Pratt Free Library Waverly Branch,400 E 33rd ST,Baltimore,MD,21218,43A,43,07,08,06,014,12,LIBRARY,NA,NA,NA,012-004
3,Baltimore City,37360,Enoch Pratt Free Library Waverly Branch,400 E 33rd ST,Baltimore,MD,21218,43A,43,07,08,06,014,12,LIBRARY,NA,NA,NA,012-005
3,Baltimore City,37736,School #54 Barclay Elem,2900 Barclay ST,Baltimore,MD,21218,43A,43,07,08,06,014,12,SCHOOL,NA,NA,NA,012-006
3,Baltimore City,37736,School #54 Barclay Elem,2900 Barclay ST,Baltimore,MD,21218,43A,43,07,08,06,014,12,SCHOOL,NA,NA,NA,012-007
3,Baltimore City,37735,School #53 Brent Elem,100 E 26th ST,Baltimore,MD,21218,43A,43,07,08,06,012,12,SCHOOL,NA,NA,NA,012-008
3,Baltimore City,36347,Wyman House,123 W. 29th Street,Baltimore,MD,21218,NA,40,07,08,06,012,12,OTHER,NA,NA,NA,012-009
3,Baltimore City,37735,School #53 Brent Elem,100 E 26th ST,Baltimore,MD,21218,43A,43,07,08,06,012,12,SCHOOL,NA,NA,NA,012-010
3,Baltimore City,36348,School No. 39 Dallas F. Nicholas Sr,201 East 21st Street,Baltimore,MD,21218,NA,40,07,08,06,007,12,SCHOOL,NA,NA,NA,012-011
3,Baltimore City,36877,School No. 336 Baltimore Montessori,1600 Guilford Avenue,Baltimore,MD,21202,NA,45,07,08,06,012,12,SCHOOL,NA,NA,NA,012-012
3,Baltimore City,37030,Keswick Multi-Care Center,700 West 40th Street,Baltimore,MD,21211,NA,41,02,08,06,014,13,OTHER,NA,NA,NA,013-001
3,Baltimore City,36814,Engine House No. 21,3724 Roland Avenue,Baltimore,MD,21211,NA,40,02,08,06,014,13,FIRE STATION,NA,NA,NA,013-002
3,Baltimore City,37374,Roosevelt Recreation Center,1221 W. 36th Street,Baltimore,MD,21211,NA,40,07,08,06,007,13,COMMUNITY CENTER,NA,NA,NA,013-003
3,Baltimore City,37719,School #249 Medfield Heights Elem,4300 Buchanan AVE,Baltimore,MD,21211,NA,40,02,08,06,007,13,SCHOOL,NA,NA,NA,013-004
3,Baltimore City,36835,Shiloh United Church Apostolic,2000 Druid Park Drive,Baltimore,MD,21211,NA,40,07,08,06,007,13,CHURCH,NA,NA,NA,013-005
3,Baltimore City,37750,Engine House #52,3525 Woodbrook AVE,Baltimore,MD,21217,NA,40,07,08,06,007,13,OTHER,NA,NA,NA,013-006
3,Baltimore City,37731,School #450 Frederick Douglas,2301 Gwynns Falls PKWY,Baltimore,MD,21217,NA,40,07,08,06,007,13,OTHER,NA,NA,NA,013-007
3,Baltimore City,36332,Beth Am In Town Synagogue,2501 Eutaw Place,Baltimore,MD,21217,NA,40,07,08,06,007,13,CHURCH,NA,NA,NA,013-008
3,Baltimore City,37692,Lakeview Towers,727 Druid Park Lake Drive,Baltimore,MD,21217,NA,40,07,08,06,007,13,SENIOR CENTER,NA,NA,NA,013-009
3,Baltimore City,37740,School #61 Dorothy Height Elem,2011 Linden Avenue,Baltimore,MD,21217,NA,40,07,08,06,007,13,OTHER,NA,NA,NA,013-010
3,Baltimore City,37737,School #55 Hampden Elem,3608 Chestnut AVE,Baltimore,MD,21211,NA,40,07,08,06,014,13,SCHOOL,NA,NA,NA,013-011
3,Baltimore City,37737,School #55 Hampden Elem,3608 Chestnut AVE,Baltimore,MD,21211,NA,40,02,08,06,014,13,SCHOOL,NA,NA,NA,013-012
3,Baltimore City,37694,Mt Royal Recreation Ctr,120 W Mosher ST,Baltimore,MD,21217,NA,40,07,08,06,007,14,COMMUNITY CENTER,NA,NA,NA,014-001
3,Baltimore City,37694,Mt Royal Recreation Ctr,120 W Mosher ST,Baltimore,MD,21217,NA,40,07,08,06,011,14,COMMUNITY CENTER,NA,NA,NA,014-002
3,Baltimore City,36327,Engine House No. 13,405 McMechen Street,Baltimore,MD,21217,NA,40,07,08,06,009,14,FIRE STATION,NA,NA,NA,014-003
3,Baltimore City,37928,Unity Hall,1505 Eutaw Place,Baltimore,MD,21217,NA,40,07,08,06,007,14,COMMUNITY CENTER,NA,NA,NA,014-004
3,Baltimore City,36329,Enoch Pratt Free Library Pennsylvania Ave Branch,1531 W. North Avenue at Penns,Baltimore,MD,21217,NA,40,07,08,06,007,14,OTHER,NA,NA,NA,014-005
3,Baltimore City,37720,School #251 Callaway Elem,3701 Fernhill AVE,Baltimore,MD,21215,NA,41,07,08,06,006,15,SCHOOL,NA,NA,NA,015-001
3,Baltimore City,37727,School #406 Forest Park Senior  High,3701 Eldorado AVE (Enter On Belle AVE),Baltimore,MD,21207,NA,41,07,08,06,006,15,OTHER,NA,NA,NA,015-002
3,Baltimore City,37720,School #251 Callaway Elem,3701 Fernhill AVE,Baltimore,MD,21215,NA,41,07,08,06,006,15,SCHOOL,NA,NA,NA,015-003
3,Baltimore City,37738,School #58  Dr Nathan A Pitts-Ashburton Elem/Mid,3935 Hilton RD,Baltimore,MD,21215,NA,40,07,08,06,006,15,SCHOOL,NA,NA,NA,015-004
3,Baltimore City,37738,School #58  Dr Nathan A Pitts-Ashburton Elem/Mid,3935 Hilton RD,Baltimore,MD,21215,NA,40,07,08,06,007,15,SCHOOL,NA,NA,NA,015-005
3,Baltimore City,37739,School #60 Gwynns Falls Elem,2700 Gwynns Falls PKWY,Baltimore,MD,21216,NA,40,07,08,06,007,15,OTHER,NA,NA,NA,015-006
3,Baltimore City,36336,School No. 21,3301 Carlisle Avenue,Baltimore,MD,21216,NA,41,07,08,06,007,15,SCHOOL,NA,NA,NA,015-007
3,Baltimore City,37182,Liberty Grace Church of God,3400 Copley Road,Baltimore,MD,21215,NA,41,07,08,06,006,15,CHURCH,NA,NA,NA,015-008
