id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
105061816,DONYA GAMACHE,donya-gamache-6016938708,17635.37,WV,47 Bayer Rd,Hedgesville,25427-6765,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-03,"CNB Bank, Inc.",WV-02,NA,NA,NA,6016938708,390,PPP,Exemption 4,60,100,17635.37,17635.37,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-6765,1,17632.37,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105066432,ST. BERNADETTE CATHOLIC CHURCH,st-bernadette-catholic-church-7959157202,10415.22,WV,113 WEST MAIN ST,HEDGESVILLE,25427-4927,813110,Non-Profit Organization,White,Male Owned,Unanswered,TRUE,5,2020-04-28,"WesBanco Bank, Inc.",WV-02,NA,NA,NA,7959157202,390,PPP,Paid in Full,24,100,10415.22,10415.22,0,NA,75497,"WesBanco Bank, Inc.",1 Bank Plz,WHEELING,WV,26003-3543,R,N,Unanswered,HEDGESVILLE,BERKELEY,WV,25427-4927,NA,10415.22,NA,NA,NA,NA,NA,WHEELING,WV,2021-04-14,75497,NA,N,NA,NA,NA,Not Hispanic or Latino,10501.97,2021-03-02
105073219,LOYDA MAIRENA,loyda-mairena-4506578003,3566.25,WV,455 avalon trail,HEDGESVILLE,25427-4488,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2020-06-26,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,4506578003,390,PPP,Exemption 4,60,100,3566.25,3566.25,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-4488,NA,3566.25,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105046885,"MIKE'S PAINTING & FINISHING, LLC",mike-s-painting-finishing-llc-9695417104,114900,WV,244 SEATTLE SLEW WAY,MARTINSBURG,25403-5414,238310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,20,2020-04-15,United Bank,WV-02,NA,NA,NA,9695417104,390,PPP,Paid in Full,24,100,114900,114900,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-5414,NA,114900,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,115943.68,2021-03-22
105050078,HEISTON SUPPLY INC,heiston-supply-inc-6869218303,62324,WV,36 Variform Dr,Martinsburg,25405-5500,423710,Corporation,Unanswered,Male Owned,Unanswered,NA,7,2021-01-27,United Bank,WV-02,NA,NA,NA,6869218303,390,PPS,Exemption 4,60,100,62324,62324,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5500,1,62322,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105063443,JASON PLOTNER,jason-plotner-9658318607,14812.27,WV,1170 Ridge Rd N,Hedgesville,25427-7353,238990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,1,2021-03-26,Jefferson Security Bank,WV-02,NA,NA,NA,9658318607,390,PPS,Exemption 4,60,100,14812.27,14812.27,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-7353,NA,14812.27,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105070886,CHRISTOPHER VINCENT,christopher-vincent-6710608605,5605,WV,181 Webber Springs Dr N/A,Inwood,25428-4411,448140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-23,Customers Bank,WV-02,NA,NA,NA,6710608605,390,PPP,Exemption 4,60,100,5605,5605,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4411,NA,5604,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105048895,RODKA VENTURES LLC,rodka-ventures-llc-1079358607,76236.95,WV,5 Sue Ct Ste A,Martinsburg,25405-5200,561790,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,8,2021-03-12,"CNB Bank, Inc.",WV-02,NA,NA,NA,1079358607,390,PPS,Exemption 4,60,100,76236.95,76236.95,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-5200,1,76233.95,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105059604,FREDERICK W GIBB,frederick-w-gibb-3430088301,20830,WV,1070 Winter Camp Trl,Hedgesville,25427-6189,541110,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,NA,1,2021-01-22,BayVanguard Bank,WV-02,NA,NA,NA,3430088301,390,PPS,Exemption 4,60,100,20830,20830,0,NA,89333,BayVanguard Bank,7114 N Point Rd,BALTIMORE,MD,21219-1220,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-6189,NA,20830,NA,NA,NA,NA,NA,BALTIMORE,MD,NA,89333,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105069788,LARGENT'S AUTOMOTIVE LLC,largent-s-automotive-llc-8903167004,6620.2,WV,237 W. MARTIN ST,MARTINSBURG,25401-3330,811118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2020-04-09,Jefferson Security Bank,WV-02,NA,NA,NA,8903167004,390,PPP,Exemption 4,24,100,6620.2,6620.2,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-3330,NA,6620.2,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105070935,TANAY CORPORATION INC.,tanay-corporation-inc-6363328609,5582.84,WV,3589 Winchester Ave,Martinsburg,25405-2457,721110,Corporation,Unanswered,Unanswered,Unanswered,NA,3,2021-03-23,First Bank of the Lake,WV-02,NA,NA,NA,6363328609,390,PPP,Exemption 4,60,100,5582.84,5582.84,0,NA,110352,First Bank of the Lake,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065-2372,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-2457,1,5580.84,NA,NA,NA,NA,NA,OSAGE BEACH,MO,NA,110352,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105073212,PAMELA ROCKWELL,pamela-rockwell-1816988304,3575,WV,5671 Hedgesville Rd,Hedgesville,25427,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-01-19,"CNB Bank, Inc.",WV-02,NA,NA,NA,1816988304,390,PPP,Exemption 4,60,100,3575,3575,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427,NA,3573,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,3588.42,2021-06-14
105075095,DONNA WALLACE,donna-wallace-3888298601,1993.32,WV,315 Surfwood Ct,Gerrardstown,25420-4125,448190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-17,"CNB Bank, Inc.",WV-02,NA,NA,NA,3888298601,390,PPP,Exemption 4,60,100,1993.32,1993.32,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Gerrardstown,BERKELEY,WV,25420-4125,NA,1993.32,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,1998.51,2021-06-23
105050810,COURAGEOUS JOURNEY PLLC,courageous-journey-pllc-8400617300,55347,WV,1664 Winchester Ave Ste B,Martinsburg,25405,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,7,2020-05-01,WebBank,WV-02,NA,NA,NA,8400617300,390,PPP,Paid in Full,24,100,55347,55347,0,NA,122043,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-0001,NA,55347,NA,NA,NA,NA,NA,SALT LAKE CITY,UT,2021-06-19,122043,NA,N,NA,NA,NA,Unknown/NotStated,55929.68,2021-05-21
105051913,LAST RESORT LOUNGE LLC,last-resort-lounge-llc-3511768502,46795,WV,36 Veronica Dr,Martinsburg,25404-3706,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,19,2021-02-24,United Bank,WV-02,NA,NA,NA,3511768502,390,PPP,Exemption 4,60,100,46795,46795,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-3706,1,46792,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052883,DREW HOLDINGS LLC,drew-holdings-llc-6865388300,40900,WV,126 E Burke St,Martinsburg,25401-4302,531210,Limited  Liability Company(LLC),White,Male Owned,Veteran,NA,5,2021-01-27,MainStreet Bank,WV-02,NA,NA,NA,6865388300,390,PPS,Exemption 4,60,100,40900,40900,0,NA,378264,MainStreet Bank,10089 Fairfax Blvd,FAIRFAX,VA,22030-1742,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-4302,NA,40898,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,378264,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
105067351,STEWART GORE,stewart-gore-2940968703,9320,WV,4136 Tabler Station Rd,Inwood,25428-4552,112111,Sole Proprietorship,White,Male Owned,Veteran,NA,1,2021-03-30,United Bank,WV-02,NA,NA,NA,2940968703,390,PPP,Exemption 4,60,100,9320,9320,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4552,1,9318,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105075386,BRANDON DARR,brandon-darr-7445558900,1677,WV,5362 Winchester Ave,Martinsburg,25405-2554,485310,Independent Contractors,Unanswered,Male Owned,Non-Veteran,NA,1,2021-05-07,Fountainhead SBF LLC,WV-02,NA,NA,NA,7445558900,390,PPS,Exemption 4,60,100,1677,1677,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-2554,NA,1677,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105055422,"MJ'S PREOWNED AUTO SALES, LLC",mj-s-preowned-auto-sales-llc-4301447108,29200,WV,7052 Hedgesville Rd.,HEDGESVILLE,25427-5401,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,6,2020-04-13,"CNB Bank, Inc.",WV-02,NA,NA,NA,4301447108,390,PPP,Paid in Full,24,100,29200,29200,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-5401,NA,29200,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,2020-12-17,74975,NA,N,NA,NA,NA,Unknown/NotStated,29377.6,2020-11-27
105063110,C SPINELLI INC 3,c-spinelli-inc-3-3295388010,15338,WV,4150 HEDGESVILLE RD,HEDGESVILLE,25427-5803,722513,Corporation,Unanswered,Unanswered,Unanswered,NA,9,2020-06-24,Bank of Charles Town,WV-02,NA,NA,NA,3295388010,390,PPP,Exemption 4,60,100,15338,15338,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-5803,NA,15338,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105066966,IVAN COLON,ivan-colon-8995228709,9862,WV,382 Sudley Ln,Martinsburg,25403-0905,541990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-04-08,"U.S. Bank, National Association",WV-02,NA,NA,NA,8995228709,390,PPP,Exemption 4,60,100,9862,9862,0,NA,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-0905,NA,9862,NA,NA,NA,NA,NA,CINCINNATI,OH,NA,53803,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105048688,MODERN RENOVATIONS LLC,modern-renovations-llc-5809647006,79515.65,WV,808 N QUEEN ST,MARTINSBURG,25404-3543,238160,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,25,2020-04-06,Jefferson Security Bank,WV-02,NA,NA,NA,5809647006,390,PPP,Exemption 4,24,100,163361.22,79515.65,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-3543,NA,79515.65,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
105056811,MOBY III LLC,moby-iii-llc-6401018405,24300.5,WV,4992 Gerrardstown Rd,Inwood,25428-3599,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,8,2021-02-10,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,6401018405,390,PPS,Exemption 4,60,100,24300.5,24300.5,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3599,NA,24300.5,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105058100,EDGAR ESGUERRA,edgar-esguerra-8855538510,20833.33,WV,42 Alaura Ct,Bunker Hill,25413-1101,236220,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-03-10,United Bank,WV-02,NA,NA,NA,8855538510,390,PPS,Exemption 4,60,100,20833.33,20833.33,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-1101,NA,20833.33,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105076037,PARECHA BOARDLEY,parecha-boardley-6140318805,809,WV,99 Kerrigan Ct,Martinsburg,25405-6298,488999,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-19,Benworth Capital,WV-02,NA,NA,NA,6140318805,390,PPS,Exemption 4,60,100,809,809,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-6298,NA,809,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052102,MOUNTAIN VIEW MILLWORKS OF WV LLC,mountain-view-millworks-of-wv-llc-8891137008,45415,WV,8004 HEDGESVILLE RD,HEDGESVILLE,25427-5408,337110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,4,2020-04-09,Jefferson Security Bank,WV-02,NA,NA,NA,8891137008,390,PPP,Paid in Full,24,100,45415,45415,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-5408,NA,45415,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,2021-06-18,75400,NA,N,NA,NA,NA,Not Hispanic or Latino,45900.69,2021-05-04
105067634,AIS MECHANICAL LLC,ais-mechanical-llc-6432287107,8978,WV,286 TUB RUN HOLLOW RD,HEDGESVILLE,25427-6457,811490,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-04-14,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,6432287107,390,PPP,Paid in Full,24,100,9000,8978,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-6457,NA,8978,NA,NA,NA,NA,NA,CHARLOTTE,NC,2021-01-21,225134,NA,N,NA,NA,NA,Unknown/NotStated,9033.36,2020-12-09
105049639,EXPRESS HOMES INC,express-homes-inc-5906477005,67100,WV,1586 WINCHESTER AVE,MARTINSBURG,25405-5013,453930,Corporation,Unanswered,Unanswered,Unanswered,NA,10,2020-04-06,United Bank,WV-02,NA,NA,NA,5906477005,390,PPP,Paid in Full,24,100,83700,67100,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25405-5013,NA,67100,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,N,NA,NA,NA,Unknown/NotStated,67707.63,2021-03-11
105054281,"ST. JOSEPH DAYCARE CENTER, INC.",st-joseph-daycare-center-inc-2832877206,34000,WV,1307 Childrens Way,MARTINSBURG,25401,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,TRUE,12,2020-04-16,"CNB Bank, Inc.",WV-02,NA,NA,NA,2832877206,390,PPP,Paid in Full,24,100,34000,34000,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-0001,600,33400,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,2021-02-18,74975,NA,Y,NA,NA,NA,Unknown/NotStated,34241.26,2021-01-07
94296193,BAVARIAN INN INC.,bavarian-inn-inc-9414298400,841010.9,WV,164 Shepherd Grade Rd,Shepherdstown,25443-4601,722511,Corporation,Unanswered,Unanswered,Unanswered,NA,76,2021-02-17,Jefferson Security Bank,WV-02,NA,NA,NA,9414298400,390,PPS,Exemption 4,60,100,841010.9,841010.9,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,Shepherdstown,BERKELEY,WV,25443-4601,1,841005.9,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105048199,KOBE MARTINSBURG INC,kobe-martinsburg-inc-2985978808,87216,WV,220 S Viking Way,Martinsburg,25401-5338,722511,Corporation,Asian,Male Owned,Non-Veteran,NA,14,2021-04-13,Cross River Bank,WV-02,NA,NA,NA,2985978808,390,PPS,Exemption 4,60,100,87216,87216,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-5338,1,87213,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
105065561,CHRISTOPHER B SILVA,christopher-b-silva-8965618903,11665,WV,5595 Hammonds Mill Rd,Martinsburg,25404-6441,492210,Independent Contractors,White,Male Owned,Non-Veteran,NA,1,2021-05-12,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,8965618903,390,PPP,Exemption 4,60,100,11665,11665,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-6441,NA,11663,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Hispanic or Latino,NA,NA
105066604,JOHN DECORTE,john-decorte-9130988905,10260,WV,2 Tasley Ct,Martinsburg,25403-7334,484121,Sole Proprietorship,White,Male Owned,Veteran,NA,1,2021-05-12,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,9130988905,390,PPP,Exemption 4,60,100,10260,10260,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-7334,NA,10259,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105066637,AUDIOLOGY INC,audiology-inc-2796257308,10200,WV,400 W King St,Martinsburg,25401,621340,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-04-29,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,2796257308,390,PPP,Exemption 4,24,100,10200,10200,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-0001,NA,10200,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105065711,GARY ARNTZ,gary-arntz-1117018601,11442.9,WV,5409 Winchester Ave,Inwood,25428-4517,562119,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-12,Bank of Charles Town,WV-02,NA,NA,NA,1117018601,390,PPP,Exemption 4,60,100,11442.9,11442.9,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4517,1,11440.9,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105072993,L&J SERVICING LLC,l-j-servicing-llc-1563618604,3756.87,WV,7 Envoy Ct,Inwood,25428-4481,541990,Partnership,Unanswered,Male Owned,Non-Veteran,NA,2,2021-03-13,Bank of Charles Town,WV-02,NA,NA,NA,1563618604,390,PPS,Exemption 4,60,100,3756.87,3756.87,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4481,1,3753.87,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105052764,HAMRICK'S SERVICES LLC,hamrick-s-services-llc-1165807306,41500,WV,2174 Saint Andrews Dr,HEDGESVILLE,25427,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,8,2020-04-28,"CNB Bank, Inc.",WV-02,NA,NA,NA,1165807306,390,PPP,Paid in Full,24,100,41500,41500,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-0001,1900,33200,NA,6400,NA,NA,NA,BERKELEY SPRINGS,WV,2021-02-18,74975,NA,N,NA,NA,NA,Unknown/NotStated,41786.52,2021-01-13
105061290,NEW PEKING RESTAURANT INC.,new-peking-restaurant-inc-8768217307,18700,WV,139 S Queen Street,Maritnsburg,25401,722511,Corporation,Asian,Male Owned,Non-Veteran,NA,5,2020-05-01,First United Bank & Trust,WV-02,NA,NA,NA,8768217307,390,PPP,Exemption 4,24,100,18700,18700,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,New Business or 2 years or less,Maritnsburg,BERKELEY,WV,25401-0001,NA,18700,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,Y,NA,NA,NA,Not Hispanic or Latino,18899.99,2021-06-01
105062305,TROY FOWLER,troy-fowler-2469468605,16710,WV,162 Towerview Dr Martinsburg Wv 25404,Martinsburg,25404-5699,812111,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,2,2021-03-15,First United Bank & Trust,WV-02,NA,NA,NA,2469468605,390,PPS,Exemption 4,60,100,16710,16710,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-5699,1,16708,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105063941,INWOOD DANCE AND PERFORMING ARTS COMPANY,inwood-dance-and-performing-arts-company-6763278410,14005,WV,2297 Henshaw Rd,Inwood,25428-3661,611610,Corporation,Unanswered,Unanswered,Unanswered,NA,7,2021-02-11,Jefferson Security Bank,WV-02,NA,NA,NA,6763278410,390,PPS,Exemption 4,60,100,14005,14005,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3661,1,14002,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105069098,"TIME 2 SHINE, LLC",time-2-shine-llc-6075447402,7333,WV,119 SADER DRIVE SUITE 6,INWOOD,25428,453998,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,4,2020-05-13,Cross River Bank,WV-02,NA,NA,NA,6075447402,390,PPP,Paid in Full,24,100,7333,7333,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,R,N,Unanswered,INWOOD,BERKELEY,WV,25428-0001,NA,7333,NA,NA,NA,NA,NA,TEANECK,NJ,2021-02-20,456756,NA,N,NA,NA,NA,Not Hispanic or Latino,7384.43,2021-01-26
